sample_id,defect,modality,is_clean,failure,has_defect,named_target,predicted_types,locator,confidence,other,raw,stage2_raw,level
part2_logistics_visibility_4_G1_TEXT_OVERFLOW_32_0043__template,G1_TEXT_OVERFLOW,A,False,False,True,False,"[""G3_ALIGNMENT_OFFSET"",""G4_FONT_SIZE_INCONSISTENCY""]",,,"[{""text"":""Title contains unreplaced placeholder text XXX"",""raw_type"":""OTHER""},{""text"":""Low-quality styling with thin gray borders"",""raw_type"":""OTHER""}]","Here is a breakdown of the issues visible on this slide:

**1. Placeholder Text**
*   **Location:** Top Title Bar.
*   **Issue:** The title reads ""ShipEye impact on on-time delivery **XXX**"". The ""XXX"" is clearly a placeholder that was not replaced with actual data or a specific metric.

**2. Excessive White Space (Poor Layout)**
*   **Location:** The entire bottom half of the slide.
*   **Issue:*","{
  ""defects"": [
    {
      ""type"": ""OTHER"",
      ""locator"": ""Title contains unreplaced placeholder text XXX""
    },
    {
      ""type"": ""G3_ALIGNMENT_OFFSET"",
      ""locator"": ""Content clustered in top quarter leaving bottom empty""
    },
    {
      ""type"": ""G3_ALIGNMENT_OFFSET"",
      ""locator""",page
part2_logistics_visibility_4_G1_TEXT_OVERFLOW_32_0043__freeform,G1_TEXT_OVERFLOW,A,False,False,True,False,"[""G3_ALIGNMENT_OFFSET"",""G4_FONT_SIZE_INCONSISTENCY""]",,,"[{""text"":""Title contains placeholder text XXX"",""raw_type"":""OTHER""},{""text"":""Non-standard bullet point formatting"",""raw_type"":""OTHER""},{""text"":""Excessive empty space on slide"",""raw_type"":""OTHER""},{""text"":""Repetitive wording in title text"",""raw_type"":""OTHER""},{""text"":""Missing logo, date, and context"",""raw_type"":""OTHER""}]","Here is a breakdown of the issues visible on this slide:

**1. Placeholder Text in Title**
*   **Where:** Top left, in the slide title.
*   **Problem:** The title begins with ""XXX"". This is clearly a placeholder that was not replaced with the actual topic or date.

**2. Misaligned Highlight Box**
*   **Where:** Behind the title text.
*   **Problem:** There is a light blue rectangular highlight box","{
  ""defects"": [
    {
      ""type"": ""OTHER"",
      ""locator"": ""Title contains placeholder text XXX""
    },
    {
      ""type"": ""G3_ALIGNMENT_OFFSET"",
      ""locator"": ""Highlight box misaligned with title text""
    },
    {
      ""type"": ""OTHER"",
      ""locator"": ""Non-standard bullet point formattin",page
part2_logistics_visibility_3_G1_TEXT_OVERFLOW_32_0042__freeform,G1_TEXT_OVERFLOW,A,False,False,True,False,"[""G3_ALIGNMENT_OFFSET"",""G5_BRAND_COLOR_VIOLATION""]",,,"[{""text"":""Title contains unreplaced placeholder text XXX"",""raw_type"":""OTHER""},{""text"":""Outdated serif font used for all text"",""raw_type"":""OTHER""},{""text"":""Bullet points lack visual hierarchy indicators"",""raw_type"":""OTHER""},{""text"":""Low contrast text on light blue background"",""raw_type"":""OTHER""},{""text"":""Slide lacks supporting diagrams or visuals"",""raw_type"":""OTHER""}]","Here is a breakdown of the issues visible on this slide:

**1. Placeholder Text Left in Title**
*   **Location:** Top left, in the main title.
*   **Issue:** The text reads ""ShipEye tracks every leg **XXX**"". The ""XXX"" is clearly a placeholder that was not replaced with the intended content.

**2. Excessive White Space (Poor Layout)**
*   **Location:** The entire bottom half and right side of the ","{
  ""defects"": [
    {
      ""type"": ""OTHER"",
      ""locator"": ""Title contains unreplaced placeholder text XXX""
    },
    {
      ""type"": ""G3_ALIGNMENT_OFFSET"",
      ""locator"": ""Content clustered top-left, leaving empty space""
    },
    {
      ""type"": ""G5_BRAND_COLOR_VIOLATION"",
      ""locator"":",page
part2_logistics_visibility_4_G1_TEXT_OVERFLOW_4_0043__freeform,G1_TEXT_OVERFLOW,A,False,False,True,False,"[""G3_ALIGNMENT_OFFSET"",""G4_FONT_SIZE_INCONSISTENCY"",""G5_BRAND_COLOR_VIOLATION"",""S1_TITLE_BODY_MISMATCH""]",,,[],"Here is a breakdown of the issues visible on this slide:

**1. Title Formatting and Content**
*   **Location:** Top left header area.
*   **Issue:** The title text (""ShipEye impact on on-time delivery XX"") is sitting inside a visible, light-blue rectangular box. This looks like a leftover text box border or a formatting error rather than a deliberate design choice.
*   **Issue:** The title ends wi","{
  ""defects"": [
    {
      ""type"": ""G5_BRAND_COLOR_VIOLATION"",
      ""locator"": ""Title text box visible border""
    },
    {
      ""type"": ""S1_TITLE_BODY_MISMATCH"",
      ""locator"": ""Title promises impact analysis, body lists admin tasks""
    },
    {
      ""type"": ""G3_ALIGNMENT_OFFSET"",
      ""lo",page
part2_logistics_visibility_3_G1_TEXT_OVERFLOW_32_0042__template,G1_TEXT_OVERFLOW,A,False,False,True,False,"[""G3_ALIGNMENT_OFFSET""]",,,"[{""text"":""Title bar placeholder text XXX"",""raw_type"":""OTHER""},{""text"":""Excessive white space bottom half"",""raw_type"":""OTHER""},{""text"":""Low-quality background box styling"",""raw_type"":""OTHER""},{""text"":""Identical styling for sub-points"",""raw_type"":""OTHER""},{""text"":""Missing icons or diagrams"",""raw_type"":""OTHER""}]","Here is a breakdown of the issues visible on this slide:

**1. Placeholder Text**
*   **Location:** Top left corner of the title bar.
*   **Issue:** The text begins with ""XXX"". This is clearly a placeholder or a typo that was not removed before rendering the slide.

**2. Excessive White Space (Poor Layout)**
*   **Location:** The entire bottom half of the slide.
*   **Issue:** The content is clust","{
  ""defects"": [
    {
      ""type"": ""OTHER"",
      ""locator"": ""Title bar placeholder text XXX""
    },
    {
      ""type"": ""OTHER"",
      ""locator"": ""Excessive white space bottom half""
    },
    {
      ""type"": ""G3_ALIGNMENT_OFFSET"",
      ""locator"": ""Sub-points indented relative to title""
    },
 ",page
part2_logistics_visibility_3_G1_TEXT_OVERFLOW_4_0042__freeform,G1_TEXT_OVERFLOW,A,False,True,False,False,[],,,[],ERR Request timed out.,,page
part2_logistics_visibility_3_G1_TEXT_OVERFLOW_4_0042__template,G1_TEXT_OVERFLOW,A,False,False,True,False,"[""G3_ALIGNMENT_OFFSET"",""G4_FONT_SIZE_INCONSISTENCY""]",,,"[{""text"":""Title contains placeholder text XX"",""raw_type"":""OTHER""},{""text"":""Inconsistent spacing between elements"",""raw_type"":""OTHER""}]","Here is a breakdown of the issues visible on this slide:

**1. Placeholder Text in Title**
*   **Location:** Top header bar.
*   **Issue:** The text reads ""ShipEye tracks every leg **XX**"". The ""XX"" appears to be a placeholder or a typo that was not removed. It makes the headline look unfinished and unprofessional.

**2. Excessive White Space (Poor Layout)**
*   **Location:** The bottom two-thirds","{
  ""defects"": [
    {
      ""type"": ""OTHER"",
      ""locator"": ""Title contains placeholder text XX""
    },
    {
      ""type"": ""G3_ALIGNMENT_OFFSET"",
      ""locator"": ""Content clustered top, excessive bottom whitespace""
    },
    {
      ""type"": ""G3_ALIGNMENT_OFFSET"",
      ""locator"": ""Sub-points m",page
part2_logistics_visibility_5_G1_TEXT_OVERFLOW_32_0044__freeform,G1_TEXT_OVERFLOW,A,False,False,True,False,"[""G3_ALIGNMENT_OFFSET"",""G4_FONT_SIZE_INCONSISTENCY"",""G5_BRAND_COLOR_VIOLATION""]",,,"[{""text"":""Outdated serif font choice for business"",""raw_type"":""OTHER""},{""text"":""Lack of visual hierarchy between title and body"",""raw_type"":""OTHER""},{""text"":""Unconventional text boxes instead of bullet points"",""raw_type"":""OTHER""},{""text"":""Missing supporting visuals like icons or charts"",""raw_type"":""OTHER""}]","Here is a breakdown of the issues visible on this slide:

**1. Layout and Spacing (Major)**
*   **Excessive White Space:** The slide is severely unbalanced. All content is crammed into the top 20% of the canvas, leaving the bottom 80% completely empty. This makes the slide look unfinished or like a draft.
*   **Left Alignment:** The content is strictly left-aligned without any visual anchoring or ","{
  ""defects"": [
    {
      ""type"": ""G3_ALIGNMENT_OFFSET"",
      ""locator"": ""Content crammed into top 20% of canvas""
    },
    {
      ""type"": ""G4_FONT_SIZE_INCONSISTENCY"",
      ""locator"": ""Text too small for audience readability""
    },
    {
      ""type"": ""G5_BRAND_COLOR_VIOLATION"",
      ""loca",page
part2_logistics_visibility_5_G1_TEXT_OVERFLOW_32_0044__template,G1_TEXT_OVERFLOW,A,False,False,True,False,"[""G3_ALIGNMENT_OFFSET"",""G5_BRAND_COLOR_VIOLATION""]",,,"[{""text"":""Placeholder text XXX in title"",""raw_type"":""OTHER""},{""text"":""Excessive white space at bottom"",""raw_type"":""OTHER""},{""text"":""Weak and vague bullet point copy"",""raw_type"":""OTHER""},{""text"":""Outdated serif font choice"",""raw_type"":""OTHER""},{""text"":""Low contrast text and background"",""raw_type"":""OTHER""},{""text"":""Lack of visual hierarchy"",""raw_type"":""OTHER""}]","Here is a breakdown of the issues visible on this slide:

**1. Layout and Spacing (Major)**
*   **Excessive White Space:** The bottom two-thirds of the slide are completely empty. The content is clustered at the top, making the slide look unfinished or like a draft.
*   **Misaligned Widths:** The three content boxes (""ShipEye reduces..."", ""Teams adopt..."", ""Payback..."") are significantly narrower ","{
  ""defects"": [
    {
      ""type"": ""G3_ALIGNMENT_OFFSET"",
      ""locator"": ""Content boxes narrower than title box""
    },
    {
      ""type"": ""G5_BRAND_COLOR_VIOLATION"",
      ""locator"": ""Inconsistent blue shades in boxes""
    },
    {
      ""type"": ""OTHER"",
      ""locator"": ""Placeholder text XXX ",page
part2_logistics_visibility_4_G1_TEXT_OVERFLOW_4_0043__template,G1_TEXT_OVERFLOW,A,False,True,False,False,[],,,[],ERR Request timed out.,,page
