sample_id,defect,modality,is_clean,failure,has_defect,named_target,predicted_types,locator,confidence,other,raw,level
imgslide_10_S6_IMAGE_TEXT_CONTRADICTION_1_0000__freeform,S6_IMAGE_TEXT_CONTRADICTION,A,False,False,True,True,"[""S6_IMAGE_TEXT_CONTRADICTION""]",,,[],"{""has_defect"": true, ""findings"": [{""type"": ""S6_IMAGE_TEXT_CONTRADICTION"", ""severity"": ""severe"", ""locator"": {""level"": ""page"", ""page_id"": ""imgslide_10"", ""element_id"": null, ""related_page_ids"": []}, ""evidence"": ""The figure caption states 'Conversion rate doubled', while the body text explicitly states 'Conversion rate halved after the redesign'."", ""fix_suggestion"": ""Align the figure caption and the b",page
imgslide_2_S6_IMAGE_TEXT_CONTRADICTION_1_0004__freeform,S6_IMAGE_TEXT_CONTRADICTION,A,False,False,True,True,"[""S6_IMAGE_TEXT_CONTRADICTION""]",,,[],"{""has_defect"": true, ""findings"": [{""type"": ""S6_IMAGE_TEXT_CONTRADICTION"", ""severity"": ""severe"", ""locator"": {""level"": ""page"", ""page_id"": ""imgslide_2"", ""element_id"": null, ""related_page_ids"": []}, ""evidence"": ""The text in the body says 'Page load time got slower every release', while the figure caption says 'Page load time got faster every release'."", ""fix_suggestion"": ""Align the text in the body an",page
imgslide_1_S6_IMAGE_TEXT_CONTRADICTION_1_0003__freeform,S6_IMAGE_TEXT_CONTRADICTION,A,False,False,True,True,"[""S6_IMAGE_TEXT_CONTRADICTION""]",,,[],"{""has_defect"": true, ""findings"": [{""type"": ""S6_IMAGE_TEXT_CONTRADICTION"", ""severity"": ""severe"", ""locator"": {""level"": ""page"", ""page_id"": ""imgslide_1"", ""element_id"": null, ""related_page_ids"": []}, ""evidence"": ""The text in the body says 'Customer churn climbed to a record high', while the figure caption says 'Customer churn dropped to a record low'."", ""fix_suggestion"": ""Align the text in the body and",page
imgslide_11_S6_IMAGE_TEXT_CONTRADICTION_1_0001__freeform,S6_IMAGE_TEXT_CONTRADICTION,A,False,False,True,True,"[""S6_IMAGE_TEXT_CONTRADICTION""]",,,[],"{""has_defect"": true, ""findings"": [{""type"": ""S6_IMAGE_TEXT_CONTRADICTION"", ""severity"": ""severe"", ""locator"": {""level"": ""page"", ""page_id"": ""imgslide_11"", ""element_id"": null, ""related_page_ids"": []}, ""evidence"": ""The text in the right-hand boxes states 'Energy use per unit rose steadily', while the figure caption on the left states 'Energy use per unit dropped steadily'."", ""fix_suggestion"": ""Align the",page
imgslide_3_S6_IMAGE_TEXT_CONTRADICTION_1_0005__freeform,S6_IMAGE_TEXT_CONTRADICTION,A,False,False,True,True,"[""S6_IMAGE_TEXT_CONTRADICTION""]",,,[],"{""has_defect"": true, ""findings"": [{""type"": ""S6_IMAGE_TEXT_CONTRADICTION"", ""severity"": ""severe"", ""locator"": {""level"": ""page"", ""page_id"": ""imgslide_3"", ""element_id"": null, ""related_page_ids"": []}, ""evidence"": ""The text in the right-hand box states 'Market share contracted across all regions', while the figure caption on the left states 'Market share expanded across all regions'."", ""fix_suggestion"": ",page
imgslide_0_S6_IMAGE_TEXT_CONTRADICTION_1_0002__freeform,S6_IMAGE_TEXT_CONTRADICTION,A,False,False,True,True,"[""S6_IMAGE_TEXT_CONTRADICTION""]",,,[],"{""has_defect"": true, ""findings"": [{""type"": ""S6_IMAGE_TEXT_CONTRADICTION"", ""severity"": ""severe"", ""locator"": {""level"": ""page"", ""page_id"": ""imgslide_0"", ""element_id"": null, ""related_page_ids"": []}, ""evidence"": ""The text in the right panel states 'Quarterly revenue fell sharply in Q4', while the figure caption on the left states 'Quarterly revenue rose sharply in Q4' and shows an upward-pointing green",page
imgslide_4_S6_IMAGE_TEXT_CONTRADICTION_1_0006__freeform,S6_IMAGE_TEXT_CONTRADICTION,A,False,False,True,True,"[""S6_IMAGE_TEXT_CONTRADICTION""]",,,[],"{""has_defect"": true, ""findings"": [{""type"": ""S6_IMAGE_TEXT_CONTRADICTION"", ""severity"": ""severe"", ""locator"": {""level"": ""page"", ""page_id"": ""imgslide_4"", ""element_id"": null, ""related_page_ids"": []}, ""evidence"": ""The text in the body states 'The defect rate rose every sprint', while the figure caption states 'The defect rate declined every sprint'."", ""fix_suggestion"": ""Align the text in the body and th",page
imgslide_5_S6_IMAGE_TEXT_CONTRADICTION_1_0007__freeform,S6_IMAGE_TEXT_CONTRADICTION,A,False,False,True,True,"[""S6_IMAGE_TEXT_CONTRADICTION""]",,,[],"{""has_defect"": true, ""findings"": [{""type"": ""S6_IMAGE_TEXT_CONTRADICTION"", ""severity"": ""severe"", ""locator"": {""level"": ""page"", ""page_id"": ""imgslide_5"", ""element_id"": null, ""related_page_ids"": []}, ""evidence"": ""The text in the body says 'Signups stalled after the launch', but the figure caption says 'Signups accelerated after the launch' and shows an upward-pointing green arrow."", ""fix_suggestion"": """,page
imgslide_7_S6_IMAGE_TEXT_CONTRADICTION_1_0009__freeform,S6_IMAGE_TEXT_CONTRADICTION,A,False,False,True,True,"[""S6_IMAGE_TEXT_CONTRADICTION""]",,,[],"{""has_defect"": true, ""findings"": [{""type"": ""S6_IMAGE_TEXT_CONTRADICTION"", ""severity"": ""severe"", ""locator"": {""level"": ""page"", ""page_id"": ""imgslide_7"", ""element_id"": null, ""related_page_ids"": []}, ""evidence"": ""The figure caption states 'NPS climbed into the eighties', but the body text explicitly states 'NPS sank into the thirties'."", ""fix_suggestion"": ""Align the figure caption and the body text to ",page
imgslide_6_S6_IMAGE_TEXT_CONTRADICTION_1_0008__freeform,S6_IMAGE_TEXT_CONTRADICTION,A,False,False,True,True,"[""S6_IMAGE_TEXT_CONTRADICTION""]",,,[],"{""has_defect"": true, ""findings"": [{""type"": ""S6_IMAGE_TEXT_CONTRADICTION"", ""severity"": ""severe"", ""locator"": {""level"": ""page"", ""page_id"": ""imgslide_6"", ""element_id"": null, ""related_page_ids"": []}, ""evidence"": ""The text in the body says 'Operating costs rose quarter over quarter', while the figure caption says 'Operating costs fell quarter over quarter'."", ""fix_suggestion"": ""Align the text in the bod",page
imgslide_9_S6_IMAGE_TEXT_CONTRADICTION_1_0011__freeform,S6_IMAGE_TEXT_CONTRADICTION,A,False,False,True,True,"[""S6_IMAGE_TEXT_CONTRADICTION""]",,,[],"{""has_defect"": true, ""findings"": [{""type"": ""S6_IMAGE_TEXT_CONTRADICTION"", ""severity"": ""severe"", ""locator"": {""level"": ""page"", ""page_id"": ""imgslide_9"", ""element_id"": null, ""related_page_ids"": []}, ""evidence"": ""The text in the body says 'Support backlog grew week over week', while the figure caption says 'Support backlog shrank week over week'."", ""fix_suggestion"": ""Align the text in the body and the ",page
imgslide_8_S6_IMAGE_TEXT_CONTRADICTION_1_0010__freeform,S6_IMAGE_TEXT_CONTRADICTION,A,False,False,True,True,"[""S6_IMAGE_TEXT_CONTRADICTION""]",,,[],"{""has_defect"": true, ""findings"": [{""type"": ""S6_IMAGE_TEXT_CONTRADICTION"", ""severity"": ""severe"", ""locator"": {""level"": ""page"", ""page_id"": ""imgslide_8"", ""element_id"": null, ""related_page_ids"": []}, ""evidence"": ""The text in the body says 'Uptime degraded to two nines', while the figure caption says 'Uptime improved to four nines'."", ""fix_suggestion"": ""Align the text in the body and the figure caption ",page
imgslide_3_S6_IMAGE_TEXT_CONTRADICTION_1_0005__freeform__CLEAN,S6_IMAGE_TEXT_CONTRADICTION,A,True,False,False,False,[],,,[],"{""has_defect"": false, ""findings"": []}",page
imgslide_1_S6_IMAGE_TEXT_CONTRADICTION_1_0003__freeform__CLEAN,S6_IMAGE_TEXT_CONTRADICTION,A,True,False,True,False,"[""G3_ALIGNMENT_OFFSET""]",,,[],"{""has_defect"": true, ""findings"": [{""type"": ""G3_ALIGNMENT_OFFSET"", ""severity"": ""moderate"", ""locator"": {""level"": ""page"", ""page_id"": ""imgslide_1"", ""element_id"": null, ""related_page_ids"": []}, ""evidence"": ""The red triangle marker is not centered or aligned with the figure caption text."", ""fix_suggestion"": ""Align the red triangle marker centrally above the figure caption text.""}]}",page
imgslide_11_S6_IMAGE_TEXT_CONTRADICTION_1_0001__freeform__CLEAN,S6_IMAGE_TEXT_CONTRADICTION,A,True,False,True,False,"[""G2_ELEMENT_OVERLAP""]",,,[],"{""has_defect"": true, ""findings"": [{""type"": ""G2_ELEMENT_OVERLAP"", ""severity"": ""moderate"", ""locator"": {""level"": ""page"", ""page_id"": ""imgslide_11"", ""element_id"": null, ""related_page_ids"": []}, ""evidence"": ""A red triangle icon overlaps the text 'FIGURE: Energy use per unit dropped steadily'."", ""fix_suggestion"": ""Move the red triangle icon above or beside the text to avoid overlap.""}]}",page
imgslide_0_S6_IMAGE_TEXT_CONTRADICTION_1_0002__freeform__CLEAN,S6_IMAGE_TEXT_CONTRADICTION,A,True,False,True,True,"[""S6_IMAGE_TEXT_CONTRADICTION""]",,,[],"{""has_defect"": true, ""findings"": [{""type"": ""S6_IMAGE_TEXT_CONTRADICTION"", ""severity"": ""severe"", ""locator"": {""level"": ""page"", ""page_id"": ""imgslide_0"", ""element_id"": null, ""related_page_ids"": []}, ""evidence"": ""The text states 'Quarterly revenue rose sharply in Q4', but the image is just a small green triangle, which does not represent a chart or data trend as claimed."", ""fix_suggestion"": ""Replace th",page
imgslide_2_S6_IMAGE_TEXT_CONTRADICTION_1_0004__freeform__CLEAN,S6_IMAGE_TEXT_CONTRADICTION,A,True,False,True,False,"[""G2_ELEMENT_OVERLAP""]",,,[],"{""has_defect"": true, ""findings"": [{""type"": ""G2_ELEMENT_OVERLAP"", ""severity"": ""moderate"", ""locator"": {""level"": ""page"", ""page_id"": ""imgslide_2"", ""element_id"": null, ""related_page_ids"": []}, ""evidence"": ""The red triangle icon overlaps the text 'FIGURE: Page load time got faster every release'."", ""fix_suggestion"": ""Move the red triangle icon above the text to avoid overlap.""}]}",page
imgslide_10_S6_IMAGE_TEXT_CONTRADICTION_1_0000__freeform__CLEAN,S6_IMAGE_TEXT_CONTRADICTION,A,True,False,True,True,"[""S6_IMAGE_TEXT_CONTRADICTION""]",,,[],"{""has_defect"": true, ""findings"": [{""type"": ""S6_IMAGE_TEXT_CONTRADICTION"", ""severity"": ""severe"", ""locator"": {""level"": ""page"", ""page_id"": ""imgslide_10"", ""element_id"": null, ""related_page_ids"": []}, ""evidence"": ""The text claims the conversion rate doubled and refers to a 'chart on the left', but the image is just a small green triangle, which is not a chart and does not represent data showing a doubl",page
imgslide_4_S6_IMAGE_TEXT_CONTRADICTION_1_0006__freeform__CLEAN,S6_IMAGE_TEXT_CONTRADICTION,A,True,False,True,True,"[""S6_IMAGE_TEXT_CONTRADICTION""]",,,[],"{""has_defect"": true, ""findings"": [{""type"": ""S6_IMAGE_TEXT_CONTRADICTION"", ""severity"": ""severe"", ""locator"": {""level"": ""page"", ""page_id"": ""imgslide_4"", ""element_id"": null, ""related_page_ids"": []}, ""evidence"": ""The text states 'The chart on the left summarizes the trend', but there is no chart present, only a placeholder with a red triangle and a caption."", ""fix_suggestion"": ""Insert the actual chart ",page
