sample_id,defect,modality,is_clean,failure,has_defect,named_target,predicted_types,locator,confidence,other,raw,level
imgslide_2_S6_IMAGE_TEXT_CONTRADICTION_1_0004__freeform,S6_IMAGE_TEXT_CONTRADICTION,A,False,False,True,True,"[""S6_IMAGE_TEXT_CONTRADICTION""]","{""element"":""the figure caption stating 'Page load time got faster' versus the text stating 'Page load time got slower'"",""region"":""left""}",1.0,[],"```json
{
  ""present"": true,
  ""evidence_element"": ""the figure caption stating 'Page load time got faster' versus the text stating 'Page load time got slower'"",
  ""evidence_region"": ""left"",
  ""confidence"": 1.0
}
```",page
imgslide_10_S6_IMAGE_TEXT_CONTRADICTION_1_0000__freeform,S6_IMAGE_TEXT_CONTRADICTION,A,False,False,True,True,"[""S6_IMAGE_TEXT_CONTRADICTION""]","{""element"":""The text in the right-hand card stating 'Conversion rate halved' contradicts the figure caption on the left stating 'Conversion rate doubled'."",""region"":""center""}",1.0,[],"```json
{
  ""present"": true,
  ""evidence_element"": ""The text in the right-hand card stating 'Conversion rate halved' contradicts the figure caption on the left stating 'Conversion rate doubled'."",
  ""evidence_region"": ""center"",
  ""confidence"": 1.0
}
```",page
imgslide_0_S6_IMAGE_TEXT_CONTRADICTION_1_0002__freeform,S6_IMAGE_TEXT_CONTRADICTION,A,False,False,True,True,"[""S6_IMAGE_TEXT_CONTRADICTION""]","{""element"":""the text box stating 'Quarterly revenue fell sharply in Q4' versus the figure caption stating 'Quarterly revenue rose sharply in Q4'"",""region"":""center""}",1.0,[],"```json
{
  ""present"": true,
  ""evidence_element"": ""the text box stating 'Quarterly revenue fell sharply in Q4' versus the figure caption stating 'Quarterly revenue rose sharply in Q4'"",
  ""evidence_region"": ""center"",
  ""confidence"": 1.0
}
```",page
imgslide_3_S6_IMAGE_TEXT_CONTRADICTION_1_0005__freeform,S6_IMAGE_TEXT_CONTRADICTION,A,False,False,True,True,"[""S6_IMAGE_TEXT_CONTRADICTION""]","{""element"":""the text in the right-hand card stating 'Market share contracted' versus the figure caption stating 'Market share expanded' and the green upward-pointing triangle"",""region"":""center""}",1.0,[],"```json
{
  ""present"": true,
  ""evidence_element"": ""the text in the right-hand card stating 'Market share contracted' versus the figure caption stating 'Market share expanded' and the green upward-pointing triangle"",
  ""evidence_region"": ""center"",
  ""confidence"": 1.0
}
```",page
imgslide_1_S6_IMAGE_TEXT_CONTRADICTION_1_0003__freeform,S6_IMAGE_TEXT_CONTRADICTION,A,False,False,True,True,"[""S6_IMAGE_TEXT_CONTRADICTION""]","{""element"":""the text in the right-hand card stating 'Customer churn climbed to a record high' versus the figure caption stating 'Customer churn dropped to a record low'"",""region"":""center""}",1.0,[],"```json
{
  ""present"": true,
  ""evidence_element"": ""the text in the right-hand card stating 'Customer churn climbed to a record high' versus the figure caption stating 'Customer churn dropped to a record low'"",
  ""evidence_region"": ""center"",
  ""confidence"": 1.0
}
```",page
imgslide_11_S6_IMAGE_TEXT_CONTRADICTION_1_0001__freeform,S6_IMAGE_TEXT_CONTRADICTION,A,False,False,True,True,"[""S6_IMAGE_TEXT_CONTRADICTION""]","{""element"":""the text in the right-hand card stating 'Energy use per unit rose steadily' contradicts the figure on the left showing a downward red arrow and caption 'Energy use per unit dropped steadily'"",""region"":""right""}",1.0,[],"```json
{
  ""present"": true,
  ""evidence_element"": ""the text in the right-hand card stating 'Energy use per unit rose steadily' contradicts the figure on the left showing a downward red arrow and caption 'Energy use per unit dropped steadily'"",
  ""evidence_region"": ""right"",
  ""confidence"": 1.0
}
```",page
imgslide_4_S6_IMAGE_TEXT_CONTRADICTION_1_0006__freeform,S6_IMAGE_TEXT_CONTRADICTION,A,False,False,True,True,"[""S6_IMAGE_TEXT_CONTRADICTION""]","{""element"":""the text in the right-hand card stating 'The defect rate rose every sprint' versus the downward-pointing red triangle and caption 'The defect rate declined every sprint' in the left figure"",""region"":""center""}",1.0,[],"```json
{
  ""present"": true,
  ""evidence_element"": ""the text in the right-hand card stating 'The defect rate rose every sprint' versus the downward-pointing red triangle and caption 'The defect rate declined every sprint' in the left figure"",
  ""evidence_region"": ""center"",
  ""confidence"": 1.0
}
```",page
imgslide_6_S6_IMAGE_TEXT_CONTRADICTION_1_0008__freeform,S6_IMAGE_TEXT_CONTRADICTION,A,False,False,True,True,"[""S6_IMAGE_TEXT_CONTRADICTION""]","{""element"":""the text box stating 'Operating costs rose quarter over quarter' versus the figure showing a downward red arrow and caption 'Operating costs fell quarter over quarter'"",""region"":""center""}",1.0,[],"```json
{
  ""present"": true,
  ""evidence_element"": ""the text box stating 'Operating costs rose quarter over quarter' versus the figure showing a downward red arrow and caption 'Operating costs fell quarter over quarter'"",
  ""evidence_region"": ""center"",
  ""confidence"": 1.0
}
```",page
imgslide_5_S6_IMAGE_TEXT_CONTRADICTION_1_0007__freeform,S6_IMAGE_TEXT_CONTRADICTION,A,False,False,True,True,"[""S6_IMAGE_TEXT_CONTRADICTION""]","{""element"":""the text 'Signups stalled after the launch' in the right-hand card versus the figure caption 'Signups accelerated after the launch' and the green upward-pointing triangle"",""region"":""right""}",1.0,[],"```json
{
  ""present"": true,
  ""evidence_element"": ""the text 'Signups stalled after the launch' in the right-hand card versus the figure caption 'Signups accelerated after the launch' and the green upward-pointing triangle"",
  ""evidence_region"": ""right"",
  ""confidence"": 1.0
}
```",page
imgslide_8_S6_IMAGE_TEXT_CONTRADICTION_1_0010__freeform,S6_IMAGE_TEXT_CONTRADICTION,A,False,False,True,True,"[""S6_IMAGE_TEXT_CONTRADICTION""]","{""element"":""the text 'Uptime degraded to two nines' in the right-hand card versus the figure caption 'Uptime improved to four nines' and the green upward arrow"",""region"":""right""}",1.0,[],"```json
{
  ""present"": true,
  ""evidence_element"": ""the text 'Uptime degraded to two nines' in the right-hand card versus the figure caption 'Uptime improved to four nines' and the green upward arrow"",
  ""evidence_region"": ""right"",
  ""confidence"": 1.0
}
```",page
