sample_id,defect,modality,is_clean,failure,has_defect,named_target,predicted_types,locator,confidence,other,raw,stage2_raw,level
g7_card_height_000,G7_RENDER_CONTAINMENT_OVERFLOW,A,False,False,True,True,"[""G3_ALIGNMENT_OFFSET"",""G4_FONT_SIZE_INCONSISTENCY"",""G7_RENDER_CONTAINMENT_OVERFLOW""]","{""element"":""Bottom three bullet points outside container"",""quote"":""""}",,"[{""text"":""Redundant title text inside content box"",""raw_type"":""OTHER""},{""text"":""Excessive white space on right side"",""raw_type"":""OTHER""}]","Here are the specific problems with the slide:

*   **Content Spilling Outside Container:** The most significant layout error is that the bottom three bullet points (""Cost attribution,"" ""Multi-tenant isolation,"" and ""Zero-downtime upgrades"") are located **outside** the main content box. They are visually disconnected from the rest of the list, breaking the visual hierarchy and making it look like ","{""defects"": [{""type"": ""G7_RENDER_CONTAINMENT_OVERFLOW"", ""locator"": ""Bottom three bullet points outside container""}, {""type"": ""OTHER"", ""locator"": ""Redundant title text inside content box""}, {""type"": ""OTHER"", ""locator"": ""Excessive white space on right side""}, {""type"": ""G4_FONT_SIZE_INCONSISTENCY"", ""lo",page
g7_card_height_003,G7_RENDER_CONTAINMENT_OVERFLOW,A,False,False,True,True,"[""G7_RENDER_CONTAINMENT_OVERFLOW""]","{""element"":""Bullet points outside green-bordered box"",""quote"":""""}",,"[{""text"":""Redundant title and sub-header"",""raw_type"":""OTHER""},{""text"":""Broken visual hierarchy due to split list"",""raw_type"":""OTHER""},{""text"":""Poor use of space with empty white space"",""raw_type"":""OTHER""},{""text"":""Weak color contrast inside green box"",""raw_type"":""OTHER""}]","Here is a breakdown of the problems visible on this slide:

*   **Content Spilling Outside Container:** The most significant layout error is that the bottom three bullet points (""Pilot usage-based billing,"" ""Stand up a customer council,"" and ""Ship the self-serve trial"") are located **outside** the green-bordered box. They appear to have been pushed out or the box is too short to contain the full l","{""defects"": [{""type"": ""G7_RENDER_CONTAINMENT_OVERFLOW"", ""locator"": ""Bullet points outside green-bordered box""}, {""type"": ""OTHER"", ""locator"": ""Redundant title and sub-header""}, {""type"": ""OTHER"", ""locator"": ""Broken visual hierarchy due to split list""}, {""type"": ""OTHER"", ""locator"": ""Poor use of space w",page
g7_card_height_001,G7_RENDER_CONTAINMENT_OVERFLOW,A,False,False,True,True,"[""G5_BRAND_COLOR_VIOLATION"",""G7_RENDER_CONTAINMENT_OVERFLOW""]","{""element"":""List items below green box"",""quote"":""""}",,"[{""text"":""Redundant title inside green box"",""raw_type"":""OTHER""},{""text"":""Empty white space on right"",""raw_type"":""OTHER""},{""text"":""Bullet points visually separated from list"",""raw_type"":""OTHER""}]","Here is a breakdown of the problems visible on this slide:

*   **Content Spilling Outside the Container:** The most significant layout error is that the list items ""Offline eval harness,"" ""Drift monitors,"" and ""Cost governor"" are located **below the green box**, breaking the visual grouping. They appear to be orphaned text that was meant to be inside the box but didn't fit.
*   **Redundant Title:","{""defects"": [{""type"": ""G7_RENDER_CONTAINMENT_OVERFLOW"", ""locator"": ""List items below green box""}, {""type"": ""OTHER"", ""locator"": ""Redundant title inside green box""}, {""type"": ""OTHER"", ""locator"": ""Empty white space on right""}, {""type"": ""OTHER"", ""locator"": ""Bullet points visually separated from list""}, ",page
g7_card_height_002,G7_RENDER_CONTAINMENT_OVERFLOW,A,False,False,True,True,"[""G4_FONT_SIZE_INCONSISTENCY"",""G5_BRAND_COLOR_VIOLATION"",""G7_RENDER_CONTAINMENT_OVERFLOW""]","{""element"":""Bullet points outside green-bordered box"",""quote"":""""}",,"[{""text"":""Redundant title and sub-header"",""raw_type"":""OTHER""},{""text"":""Excessive white space on right"",""raw_type"":""OTHER""}]","Here is a breakdown of the problems visible on this slide:

*   **Content Spilling Outside the Container:** The most significant layout error is that the bottom three bullet points (""Latency regressions,"" ""Cost overrun,"" and ""Change-management gaps"") are located **outside** the green-bordered box. They appear to have been pushed out or placed incorrectly, breaking the visual grouping of the list.
","{""defects"": [{""type"": ""G7_RENDER_CONTAINMENT_OVERFLOW"", ""locator"": ""Bullet points outside green-bordered box""}, {""type"": ""OTHER"", ""locator"": ""Redundant title and sub-header""}, {""type"": ""OTHER"", ""locator"": ""Excessive white space on right""}, {""type"": ""G4_FONT_SIZE_INCONSISTENCY"", ""locator"": ""Identical",page
g7_card_height_004,G7_RENDER_CONTAINMENT_OVERFLOW,A,False,False,True,True,"[""G3_ALIGNMENT_OFFSET"",""G5_BRAND_COLOR_VIOLATION"",""G7_RENDER_CONTAINMENT_OVERFLOW""]","{""element"":""Bottom bullets outside green container"",""quote"":""""}",,"[{""text"":""Redundant title inside green box"",""raw_type"":""OTHER""}]","Here is a breakdown of the problems visible on this slide:

*   **Content Spilling Outside Container:** The most significant layout error is that the bottom three bullet points (""Cost attribution,"" ""Multi-tenant isolation,"" and ""Zero-downtime upgrades"") are located **outside** the green-bordered box. They appear to have been cut off or pushed out of the container, breaking the visual grouping.
*  ","{""defects"": [{""type"": ""G7_RENDER_CONTAINMENT_OVERFLOW"", ""locator"": ""Bottom bullets outside green container""}, {""type"": ""OTHER"", ""locator"": ""Redundant title inside green box""}, {""type"": ""G3_ALIGNMENT_OFFSET"", ""locator"": ""Bullet points pushed to top""}, {""type"": ""G5_BRAND_COLOR_VIOLATION"", ""locator"": """,page
g7_card_height_005,G7_RENDER_CONTAINMENT_OVERFLOW,A,False,False,True,True,"[""G4_FONT_SIZE_INCONSISTENCY"",""G7_RENDER_CONTAINMENT_OVERFLOW""]","{""element"":""List items below beige box border"",""quote"":""""}",,"[{""text"":""Redundant title inside and outside box"",""raw_type"":""OTHER""},{""text"":""Missing visual cues for roadmap sequence"",""raw_type"":""OTHER""}]","Here is a breakdown of the problems visible on this slide:

*   **Content Spilling Outside the Container:** The most significant layout error is that the list items ""Enablement & training,"" ""SLA hardening,"" and ""Quarterly business review"" are located **below the bottom border of the beige box**. They appear to have been pushed out of the container, breaking the visual grouping.
*   **Redundant Tit","{""defects"": [{""type"": ""G7_RENDER_CONTAINMENT_OVERFLOW"", ""locator"": ""List items below beige box border""}, {""type"": ""OTHER"", ""locator"": ""Redundant title inside and outside box""}, {""type"": ""G4_FONT_SIZE_INCONSISTENCY"", ""locator"": ""Sub-header same size as bullet points""}, {""type"": ""OTHER"", ""locator"": ""M",page
g7_card_height_006,G7_RENDER_CONTAINMENT_OVERFLOW,A,False,False,True,True,"[""G7_RENDER_CONTAINMENT_OVERFLOW""]","{""element"":""Bottom three bullet points outside beige box"",""quote"":""""}",,"[{""text"":""Redundant title and sub-header"",""raw_type"":""OTHER""},{""text"":""Beige box wastes 80% of width"",""raw_type"":""OTHER""},{""text"":""Visual hierarchy broken by overflow items"",""raw_type"":""OTHER""},{""text"":""Low contrast text inside beige box"",""raw_type"":""OTHER""}]","Here is a breakdown of the problems visible on this slide:

*   **Content Spilling Outside the Container:** The most significant layout error is that the bottom three bullet points (""Offline eval harness,"" ""Drift monitors,"" and ""Cost governor"") are located **outside** the beige box. They appear to have been accidentally left out of the text box or the box was resized without including them.
*   **","{""defects"": [{""type"": ""G7_RENDER_CONTAINMENT_OVERFLOW"", ""locator"": ""Bottom three bullet points outside beige box""}, {""type"": ""OTHER"", ""locator"": ""Redundant title and sub-header""}, {""type"": ""OTHER"", ""locator"": ""Beige box wastes 80% of width""}, {""type"": ""OTHER"", ""locator"": ""Visual hierarchy broken by ",page
g7_card_height_009,G7_RENDER_CONTAINMENT_OVERFLOW,A,False,False,True,True,"[""G7_RENDER_CONTAINMENT_OVERFLOW"",""S1_TITLE_BODY_MISMATCH""]","{""element"":""Bullet points outside blue-bordered box"",""quote"":""""}",,"[{""text"":""Excessive white space in blue box"",""raw_type"":""OTHER""}]","Here is a breakdown of the problems visible on this slide:

*   **Content Spilling Outside the Container:** The most significant layout error is that the bottom three bullet points (""Latency regressions,"" ""Cost overrun,"" and ""Change-management gaps"") are located **outside** the blue-bordered box. They appear to have been pushed out or placed incorrectly, breaking the visual grouping of the list.
*","{""defects"": [{""type"": ""G7_RENDER_CONTAINMENT_OVERFLOW"", ""locator"": ""Bullet points outside blue-bordered box""}, {""type"": ""S1_TITLE_BODY_MISMATCH"", ""locator"": ""Redundant title inside and outside box""}, {""type"": ""OTHER"", ""locator"": ""Excessive white space in blue box""}, {""type"": ""S1_TITLE_BODY_MISMATCH""",page
g7_card_height_011,G7_RENDER_CONTAINMENT_OVERFLOW,A,False,False,True,True,"[""G7_RENDER_CONTAINMENT_OVERFLOW"",""S1_TITLE_BODY_MISMATCH""]","{""element"":""Bullet points outside blue-bordered box"",""quote"":""""}",,"[{""text"":""Redundant title and sub-header"",""raw_type"":""OTHER""},{""text"":""Excessive white space in blue box"",""raw_type"":""OTHER""},{""text"":""Broken visual hierarchy due to split list"",""raw_type"":""OTHER""}]","Here is a breakdown of the problems visible on this slide:

*   **Content Spilling Outside the Container:** The most significant layout error is that the bottom three bullet points (""Latency regressions,"" ""Cost overrun,"" and ""Change-management gaps"") are located **outside** the blue-bordered box. They appear to have been pushed out or placed incorrectly, breaking the visual grouping of the list.
*","{""defects"": [{""type"": ""G7_RENDER_CONTAINMENT_OVERFLOW"", ""locator"": ""Bullet points outside blue-bordered box""}, {""type"": ""OTHER"", ""locator"": ""Redundant title and sub-header""}, {""type"": ""OTHER"", ""locator"": ""Excessive white space in blue box""}, {""type"": ""OTHER"", ""locator"": ""Broken visual hierarchy due ",page
g7_card_height_008,G7_RENDER_CONTAINMENT_OVERFLOW,A,False,False,True,True,"[""G3_ALIGNMENT_OFFSET"",""G4_FONT_SIZE_INCONSISTENCY"",""G7_RENDER_CONTAINMENT_OVERFLOW""]","{""element"":""Bullet points outside beige content box"",""quote"":""""}",,"[{""text"":""Redundant title and sub-header"",""raw_type"":""OTHER""},{""text"":""Excessive empty space in beige box"",""raw_type"":""OTHER""}]","Here is a breakdown of the problems visible on this slide:

*   **Content Spilling Outside Container:** The most significant layout error is that the bottom three bullet points (""Pilot usage-based billing,"" ""Stand up a customer council,"" and ""Ship the self-serve trial"") are located **outside** the beige content box. They are floating in the white space below the box, breaking the visual grouping a","{""defects"": [{""type"": ""G7_RENDER_CONTAINMENT_OVERFLOW"", ""locator"": ""Bullet points outside beige content box""}, {""type"": ""OTHER"", ""locator"": ""Redundant title and sub-header""}, {""type"": ""OTHER"", ""locator"": ""Excessive empty space in beige box""}, {""type"": ""G4_FONT_SIZE_INCONSISTENCY"", ""locator"": ""No vis",page
